country,city,aqi,aqi_category,co,co_aqi_category,o3,ozone_aqi_category,no2,no2_aqi_category,pm25,pm2.5_aqi_category,lat,lon,cluster,point_type,severity,hotspot_rank
Denmark,Slagelse,44,Good,1,Good,44,Good,0,Good,15,Good,55.4049,11.3531,-1,noise,NOISE,-1.0
Netherlands,Vaals,44,Good,1,Good,24,Good,4,Good,44,Good,50.7667,6.0167,1,core,LOW,146.0
Germany,Sarstedt,44,Good,1,Good,44,Good,0,Good,33,Good,52.2394,9.8606,1,core,LOW,146.0
Philippines,Bayugan,44,Good,1,Good,18,Good,0,Good,44,Good,8.71,125.75,3,core,LOW,113.0
Italy,Palombara Sabina,44,Good,1,Good,44,Good,3,Good,37,Good,42.0667,12.7667,5,core,LOW,61.0
Germany,Neubrandenburg,44,Good,1,Good,44,Good,0,Good,23,Good,53.5569,13.2611,1,core,LOW,146.0
Belgium,Ternat,44,Good,1,Good,27,Good,4,Good,44,Good,50.8667,4.1833,1,core,LOW,146.0
United States of America,Manitowoc,44,Good,1,Good,27,Good,7,Good,44,Good,44.0991,-87.6812,41,core,LOW,124.0
Brazil,Laranjeiras,44,Good,1,Good,15,Good,2,Good,44,Good,-10.8061,-37.1717,-1,noise,NOISE,-1.0
Italy,Venafro,44,Good,1,Good,44,Good,1,Good,34,Good,41.4844,14.0458,5,core,LOW,61.0
Serbia,Bujanovac,44,Good,1,Good,34,Good,0,Good,44,Good,42.4667,21.7667,1,core,LOW,146.0
United States of America,Fairborn,44,Good,1,Good,44,Good,1,Good,44,Good,39.801,-84.0094,20,core,LOW,164.0
Brazil,Itapemirim,44,Good,1,Good,16,Good,1,Good,44,Good,-21.0108,-40.8339,194,core,LOW,201.0
Germany,Uelzen,44,Good,1,Good,44,Good,0,Good,24,Good,52.9647,10.5658,1,core,LOW,146.0
Italy,Fano,44,Good,1,Good,44,Good,0,Good,33,Good,43.8333,13.0167,5,core,LOW,61.0
Belgium,Kortrijk,44,Good,1,Good,38,Good,1,Good,44,Good,50.8333,3.2667,1,core,LOW,146.0
United States of America,Easthampton,44,Good,1,Good,44,Good,1,Good,29,Good,42.2651,-72.672,40,core,LOW,169.0
Germany,Sehnde,44,Good,1,Good,44,Good,0,Good,32,Good,52.3161,9.9642,1,core,LOW,146.0
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,40.9845,-111.9065,153,core,LOW,193.0
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,41.7288,-72.8407,40,core,LOW,169.0
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,36.7555,-108.1823,-1,noise,NOISE,-1.0
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,42.4614,-83.3784,20,core,LOW,164.0
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,42.9895,-77.3087,182,core,LOW,207.0
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,37.7822,-90.4282,113,border,LOW,132.0
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,44.6572,-93.1687,22,core,LOW,136.0
United States of America,Vermillion,44,Good,1,Good,34,Good,3,Good,44,Good,42.7811,-96.9256,224,core,LOW,148.0
Philippines,Bulalacao,44,Good,1,Good,21,Good,0,Good,44,Good,12.3333,121.35,58,core,LOW,87.0
France,Ajaccio,44,Good,1,Good,44,Good,2,Good,30,Good,41.9267,8.7369,-1,noise,NOISE,-1.0
Ukraine,Valky,44,Good,1,Good,44,Good,0,Good,29,Good,49.8386,35.6217,142,core,LOW,182.0
United States of America,Somerset,44,Good,1,Good,33,Good,5,Good,44,Good,37.0834,-84.6109,-1,noise,NOISE,-1.0
United States of America,Somerset,44,Good,1,Good,33,Good,5,Good,44,Good,41.7404,-71.1612,40,core,LOW,169.0
Ukraine,Alushta,44,Good,1,Good,44,Good,0,Good,16,Good,44.6672,34.3978,306,core,LOW,223.0
Poland,Brzeg Dolny,44,Good,1,Good,44,Good,0,Good,43,Good,51.2708,16.7208,1,core,LOW,146.0
Belgium,Vilvoorde,44,Good,1,Good,27,Good,4,Good,44,Good,50.9281,4.4245,1,core,LOW,146.0
,Almada,44,Good,1,Good,38,Good,2,Good,44,Good,38.6803,-9.1583,289,core,LOW,322.0
Belgium,Deerlijk,44,Good,1,Good,38,Good,1,Good,44,Good,50.8533,3.3533,1,core,LOW,146.0
Poland,Mogilno,44,Good,1,Good,34,Good,1,Good,44,Good,52.65,17.95,1,core,LOW,146.0
United States of America,Ionia,44,Good,1,Good,34,Good,4,Good,44,Good,42.9773,-85.0727,20,core,LOW,164.0
Russian Federation,Krasnodar,44,Good,1,Good,44,Good,4,Good,31,Good,45.0333,38.9667,200,core,LOW,228.0
United Kingdom of Great Britain and Northern Ireland,Aberystwyth,44,Good,1,Good,21,Good,4,Good,44,Good,52.414,-4.081,-1,noise,NOISE,-1.0
Germany,Rastatt,44,Good,1,Good,35,Good,4,Good,44,Good,48.85,8.2,1,core,LOW,146.0
Brazil,Ponte Nova,44,Good,1,Good,12,Good,2,Good,44,Good,-20.4158,-42.9089,169,border,LOW,173.0
Netherlands,Westervoort,44,Good,1,Good,22,Good,6,Good,44,Good,51.9667,5.9667,1,core,LOW,146.0
Brazil,Igrejinha,44,Good,1,Good,16,Good,3,Good,44,Good,-29.5739,-50.79,216,core,LOW,256.0
Austria,Eisenstadt,44,Good,1,Good,30,Good,1,Good,44,Good,47.85,16.5167,1,core,LOW,146.0
France,Issoudun,44,Good,1,Good,20,Good,3,Good,44,Good,46.9481,1.9933,114,core,LOW,154.0
Russian Federation,Kostroma,44,Good,1,Good,25,Good,2,Good,44,Good,57.7681,40.9269,7,core,LOW,240.0
Ukraine,Zhovti Vody,44,Good,1,Good,44,Good,0,Good,24,Good,48.35,33.5167,-1,noise,NOISE,-1.0
Japan,Nisshin,44,Good,1,Good,44,Good,1,Good,16,Good,35.132,137.0394,97,core,LOW,191.0
Netherlands,Hilvarenbeek,44,Good,1,Good,39,Good,1,Good,44,Good,51.4833,5.1333,1,core,LOW,146.0
France,Roncq,44,Good,1,Good,27,Good,5,Good,44,Good,50.7536,3.1203,1,core,LOW,146.0
Hungary,Sarkad,44,Good,1,Good,29,Good,2,Good,44,Good,46.75,21.3833,1,core,LOW,146.0
Switzerland,Gossau,44,Good,1,Good,26,Good,5,Good,44,Good,47.3081,8.7567,1,core,LOW,146.0
Switzerland,Gossau,44,Good,1,Good,26,Good,5,Good,44,Good,47.4167,9.25,1,core,LOW,146.0
Belgium,Aarschot,44,Good,1,Good,29,Good,3,Good,44,Good,50.9842,4.8333,1,core,LOW,146.0
Japan,Tokoname,44,Good,1,Good,44,Good,1,Good,19,Good,34.8865,136.8323,97,core,LOW,191.0
Germany,Birsfelden,44,Good,1,Good,24,Good,2,Good,44,Good,47.5533,7.6233,1,core,LOW,146.0
United States of America,Somerset,44,Good,1,Good,33,Good,5,Good,44,Good,40.5083,-74.501,40,core,LOW,169.0
United States of America,Ellicott City,44,Good,1,Good,27,Good,10,Good,44,Good,39.2774,-76.8345,40,core,LOW,169.0
United States of America,Huber Heights,44,Good,1,Good,44,Good,1,Good,44,Good,39.8595,-84.113,20,core,LOW,164.0
Ukraine,Horlivka,44,Good,1,Good,35,Good,5,Good,44,Good,48.3336,38.0925,288,core,LOW,293.0
Japan,Bibai,44,Good,1,Good,32,Good,3,Good,44,Good,43.3329,141.8538,183,core,LOW,282.0
Germany,Bockenem,44,Good,1,Good,44,Good,0,Good,37,Good,52.0117,10.1319,1,core,LOW,146.0
United States of America,Yucca Valley,44,Good,1,Good,43,Good,2,Good,44,Good,34.1234,-116.4216,42,core,LOW,130.0
Cameroon,Nkoteng,44,Good,1,Good,18,Good,0,Good,44,Good,4.5167,12.0333,-1,noise,NOISE,-1.0
United States of America,Worthington,44,Good,1,Good,39,Good,1,Good,44,Good,43.6281,-95.599,-1,noise,NOISE,-1.0
United States of America,Worthington,44,Good,1,Good,39,Good,1,Good,44,Good,40.095,-83.0209,20,core,LOW,164.0
Denmark,Holstebro,44,Good,1,Good,44,Good,0,Good,14,Good,56.3572,8.6153,1,core,LOW,146.0
United States of America,Atwater,44,Good,1,Good,44,Good,4,Good,38,Good,37.3529,-120.5959,10,core,LOW,162.0
Brazil,Carpina,44,Good,1,Good,9,Good,5,Good,44,Good,-7.85,-35.25,244,core,LOW,262.0
Russian Federation,Sagopshi,44,Good,1,Good,44,Good,1,Good,32,Good,43.4847,44.5881,92,core,LOW,187.0
Suriname,Lelydorp,44,Good,1,Good,18,Good,0,Good,44,Good,5.6967,-55.2167,-1,noise,NOISE,-1.0
Japan,Hitachi,44,Good,1,Good,44,Good,0,Good,34,Good,36.5991,140.6515,97,core,LOW,191.0
Italy,Bitetto,44,Good,1,Good,44,Good,1,Good,20,Good,41.0333,16.75,5,core,LOW,61.0
Poland,Radom,44,Good,1,Good,44,Good,0,Good,38,Good,51.4036,21.1567,1,core,LOW,146.0
Bulgaria,Kavarna,44,Good,1,Good,44,Good,0,Good,41,Good,43.4333,28.3333,307,core,LOW,241.0
Netherlands,Oirschot,44,Good,1,Good,39,Good,1,Good,44,Good,51.5,5.3,1,core,LOW,146.0
Mexico,Uruapan,44,Good,1,Good,28,Good,0,Good,44,Good,19.4208,-102.0628,-1,noise,NOISE,-1.0
Costa Rica,Siquirres,44,Good,1,Good,26,Good,0,Good,44,Good,10.0901,-83.5016,158,border,LOW,181.0
Japan,Usuki,44,Good,1,Good,39,Good,2,Good,44,Good,33.1333,131.8,97,core,LOW,191.0
United States of America,Effingham,44,Good,1,Good,44,Good,3,Good,44,Good,39.1205,-88.5509,-1,noise,NOISE,-1.0
Germany,Hilter,44,Good,1,Good,43,Good,0,Good,44,Good,52.1357,8.1471,1,core,LOW,146.0
United States of America,Boston,44,Good,1,Good,40,Good,1,Good,44,Good,7.8697,126.3761,3,core,LOW,113.0
United States of America,Boston,44,Good,1,Good,40,Good,1,Good,44,Good,52.974,-0.0214,1,core,LOW,146.0
,Sakaiminato,44,Good,1,Good,44,Good,0,Good,34,Good,35.5333,133.2333,97,core,LOW,191.0
Brazil,Conchas,44,Good,1,Good,11,Good,2,Good,44,Good,-23.0134,-48.0078,82,core,LOW,165.0
United States of America,Akron,44,Good,1,Good,44,Good,3,Good,32,Good,41.0798,-81.5219,20,core,LOW,164.0
United States of America,Hermitage,44,Good,1,Good,38,Good,4,Good,44,Good,41.2305,-80.4413,20,core,LOW,164.0
United States of America,Jeannette,44,Good,1,Good,44,Good,3,Good,36,Good,40.3277,-79.6139,20,core,LOW,164.0
Mexico,Tepalcatepec,44,Good,1,Good,27,Good,0,Good,44,Good,19.1833,-102.85,-1,noise,NOISE,-1.0
Belgium,Tervuren,44,Good,1,Good,25,Good,4,Good,44,Good,50.8167,4.5,1,core,LOW,146.0
Russian Federation,Derbent,44,Good,1,Good,35,Good,0,Good,44,Good,42.05,48.3,88,core,LOW,93.0
Poland,Polkowice,44,Good,1,Good,44,Good,0,Good,37,Good,51.5,16.0667,1,core,LOW,146.0
Brazil,Uruana,44,Good,1,Good,3,Good,4,Good,44,Good,-15.4978,-49.6878,308,core,LOW,265.0
Mongolia,Ulaanbaatar,44,Good,1,Good,30,Good,0,Good,44,Good,47.9203,106.9172,-1,noise,NOISE,-1.0
Italy,Perugia,44,Good,1,Good,44,Good,2,Good,40,Good,43.1122,12.3889,5,core,LOW,61.0
Germany,Gottmadingen,44,Good,1,Good,26,Good,2,Good,44,Good,47.7356,8.7767,1,core,LOW,146.0
Ukraine,Volnovakha,44,Good,1,Good,44,Good,1,Good,22,Good,47.5994,37.4999,288,core,LOW,293.0
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,10.6,-72.9833,64,core,LOW,16.0
China,Mishan,44,Good,1,Good,33,Good,0,Good,44,Good,45.542,131.8666,-1,noise,NOISE,-1.0
United Kingdom of Great Britain and Northern Ireland,Congleton,44,Good,1,Good,29,Good,4,Good,44,Good,53.162,-2.217,1,core,LOW,146.0
Cambodia,Kampong Thum,44,Good,1,Good,21,Good,0,Good,44,Good,12.712,104.889,-1,noise,NOISE,-1.0
Germany,Wennigsen,44,Good,1,Good,44,Good,0,Good,32,Good,52.2742,9.5708,1,core,LOW,146.0
Bulgaria,Varna,44,Good,1,Good,44,Good,1,Good,31,Good,53.3806,60.9803,-1,noise,NOISE,-1.0
Bulgaria,Varna,44,Good,1,Good,44,Good,1,Good,31,Good,43.2167,27.9167,307,border,LOW,241.0
Burkina Faso,Tougan,44,Good,1,Good,11,Good,2,Good,44,Good,13.0667,-3.0667,-1,noise,NOISE,-1.0
Japan,Izumi,44,Good,1,Good,39,Good,3,Good,44,Good,32.0833,130.35,-1,noise,NOISE,-1.0
France,Auch,44,Good,1,Good,32,Good,2,Good,44,Good,43.6465,0.5855,-1,noise,NOISE,-1.0
Netherlands,Boskoop,44,Good,1,Good,33,Good,4,Good,44,Good,52.0667,4.65,1,core,LOW,146.0
Russian Federation,Zhirnovsk,44,Good,1,Good,44,Good,0,Good,25,Good,50.9833,44.7833,-1,noise,NOISE,-1.0
Guatemala,Rabinal,44,Good,1,Good,23,Good,0,Good,44,Good,15.0833,-90.4917,43,core,LOW,97.0
Italy,Palagiano,44,Good,1,Good,44,Good,1,Good,22,Good,40.5833,17.05,5,core,LOW,61.0
Philippines,Canlaon,44,Good,1,Good,17,Good,0,Good,44,Good,10.3833,123.2,3,core,LOW,113.0
United States of America,New Philadelphia,44,Good,1,Good,38,Good,2,Good,44,Good,40.486,-81.4401,20,core,LOW,164.0
Japan,Takahama,44,Good,1,Good,44,Good,1,Good,18,Good,35.4903,135.551,97,core,LOW,191.0
Japan,Takahama,44,Good,1,Good,44,Good,1,Good,18,Good,34.9275,136.9878,97,core,LOW,191.0
Belgium,Wemmel,44,Good,1,Good,27,Good,4,Good,44,Good,50.9167,4.3,1,core,LOW,146.0
Colombia,Chimichagua,44,Good,1,Good,9,Good,1,Good,44,Good,9.25,-73.8167,240,core,LOW,197.0
Germany,Itzehoe,44,Good,1,Good,44,Good,0,Good,22,Good,53.925,9.5164,1,core,LOW,146.0
Russian Federation,Ukhta,44,Good,1,Good,33,Good,0,Good,44,Good,63.5667,53.7,309,core,LOW,309.0
Germany,Fuldatal,44,Good,1,Good,28,Good,2,Good,44,Good,51.3484,9.5256,1,core,LOW,146.0
Ukraine,Mala Vyska,44,Good,1,Good,35,Good,0,Good,44,Good,48.65,31.6333,44,core,LOW,88.0
Turkey,Tokat,44,Good,1,Good,40,Good,0,Good,44,Good,40.3139,36.5542,275,core,LOW,268.0
Mexico,Zacatecas,44,Good,1,Good,24,Good,1,Good,44,Good,22.7736,-102.5736,160,core,LOW,168.0
United States of America,Marysville,44,Good,1,Good,40,Good,1,Good,44,Good,42.9084,-82.4806,20,core,LOW,164.0
United States of America,Marysville,44,Good,1,Good,40,Good,1,Good,44,Good,39.1518,-121.5835,10,core,LOW,162.0
United States of America,Marysville,44,Good,1,Good,40,Good,1,Good,44,Good,40.2279,-83.3595,20,core,LOW,164.0
United States of America,Pottstown,44,Good,1,Good,42,Good,2,Good,44,Good,40.2508,-75.6445,40,core,LOW,169.0
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,10.4456,-75.2761,9,core,LOW,17.0
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,4.6087,-72.9288,-1,noise,NOISE,-1.0
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,12.9647,-86.815,53,core,LOW,217.0
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,8.5833,124.7833,3,core,LOW,113.0
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,22.3536,-102.8831,160,core,LOW,168.0
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,15.3167,-88.0167,75,core,LOW,28.0
United States of America,Shenandoah,44,Good,1,Good,22,Good,4,Good,44,Good,30.4019,-91.002,52,core,LOW,56.0
Germany,Bad Schwartau,44,Good,1,Good,27,Good,4,Good,44,Good,53.9194,10.6975,1,core,LOW,146.0
Russian Federation,Bratsk,44,Good,1,Good,33,Good,0,Good,44,Good,56.1167,101.6,-1,noise,NOISE,-1.0
Canada,Port Hope,44,Good,1,Good,24,Good,1,Good,44,Good,43.95,-78.3,127,core,LOW,258.0
United States of America,Oshkosh,44,Good,1,Good,28,Good,4,Good,44,Good,44.0227,-88.5619,41,core,LOW,124.0
United States of America,Marysville,44,Good,1,Good,40,Good,1,Good,44,Good,48.0809,-122.1561,25,core,LOW,190.0
Germany,Ahrensburg,44,Good,1,Good,44,Good,0,Good,22,Good,53.6747,10.2411,1,core,LOW,146.0
Russian Federation,Perm,44,Good,1,Good,25,Good,2,Good,44,Good,58.0139,56.2489,310,core,LOW,310.0
France,Blagnac,44,Good,1,Good,38,Good,1,Good,44,Good,43.6364,1.3906,5,core,LOW,61.0
United States of America,Boston,44,Good,1,Good,40,Good,1,Good,44,Good,42.3188,-71.0852,40,core,LOW,169.0
France,Sarreguemines,44,Good,1,Good,32,Good,3,Good,44,Good,49.11,7.07,1,core,LOW,146.0
,Newport News,44,Good,1,Good,44,Good,1,Good,43,Good,37.1051,-76.5185,118,core,LOW,158.0
Germany,Bedburg,44,Good,1,Good,24,Good,4,Good,44,Good,51.7667,6.1833,1,core,LOW,146.0
United States of America,Wolcott,44,Good,1,Good,21,Good,12,Good,44,Good,41.6007,-72.9734,40,core,LOW,169.0
Turkey,Rize,44,Good,1,Good,37,Good,0,Good,44,Good,41.0247,40.5222,328,border,LOW,296.0
Romania,Tecuci,44,Good,1,Good,41,Good,0,Good,44,Good,45.8467,27.4278,226,core,LOW,233.0
Japan,Miyoshi,44,Good,1,Good,44,Good,0,Good,35,Good,34.026,133.8072,97,core,LOW,191.0
Japan,Miyoshi,44,Good,1,Good,44,Good,0,Good,35,Good,34.8,132.85,97,core,LOW,191.0
Japan,Miyoshi,44,Good,1,Good,44,Good,0,Good,35,Good,35.0894,137.0748,97,core,LOW,191.0
Germany,Wernigerode,44,Good,1,Good,44,Good,0,Good,43,Good,51.835,10.7853,1,core,LOW,146.0
Turkey,Biga,44,Good,1,Good,36,Good,0,Good,44,Good,40.2281,27.2422,285,border,LOW,198.0
South Africa,Bredasdorp,44,Good,1,Good,22,Good,1,Good,44,Good,-34.5333,20.0417,-1,noise,NOISE,-1.0
Turkey,Sorgun,44,Good,1,Good,44,Good,0,Good,26,Good,39.8144,35.1903,323,border,LOW,247.0
Germany,Bad Segeberg,44,Good,1,Good,44,Good,0,Good,23,Good,53.9167,10.3167,1,core,LOW,146.0
Albania,Pogradec,44,Good,1,Good,44,Good,0,Good,39,Good,40.9,20.65,1,core,LOW,146.0
Germany,Calbe,44,Good,1,Good,44,Good,0,Good,42,Good,51.9033,11.7758,1,core,LOW,146.0
United States of America,Millcreek,44,Good,1,Good,21,Good,8,Good,44,Good,42.0859,-80.1194,20,core,LOW,164.0
United States of America,Millcreek,44,Good,1,Good,21,Good,8,Good,44,Good,40.6892,-111.8292,153,core,LOW,193.0
United States of America,Stow,44,Good,1,Good,44,Good,3,Good,34,Good,41.1765,-81.4344,20,core,LOW,164.0
Belgium,Steenokkerzeel,44,Good,1,Good,27,Good,4,Good,44,Good,50.9189,4.5083,1,core,LOW,146.0
Japan,Yokkaichi,44,Good,1,Good,44,Good,1,Good,16,Good,34.965,136.6244,97,core,LOW,191.0
Colombia,Aguazul,44,Good,1,Good,2,Good,2,Good,44,Good,5.1731,-72.5547,-1,noise,NOISE,-1.0
Switzerland,Worb,44,Good,1,Good,42,Good,0,Good,44,Good,46.9306,7.5644,1,core,LOW,146.0
France,Lomme,44,Good,1,Good,38,Good,1,Good,44,Good,50.6455,2.9876,1,core,LOW,146.0
Japan,Miyazu,44,Good,1,Good,44,Good,0,Good,36,Good,35.5333,135.2,97,core,LOW,191.0
United States of America,Dixon,44,Good,1,Good,28,Good,5,Good,44,Good,41.8439,-89.4794,41,core,LOW,124.0
United States of America,Dixon,44,Good,1,Good,28,Good,5,Good,44,Good,38.4469,-121.825,10,core,LOW,162.0
Japan,Izumo,44,Good,1,Good,44,Good,0,Good,35,Good,35.3667,132.7667,97,core,LOW,191.0
Italy,Teramo,44,Good,1,Good,44,Good,1,Good,38,Good,42.6589,13.7039,5,core,LOW,61.0
United States of America,Green Valley,44,Good,1,Good,14,Good,8,Good,44,Good,31.8393,-111.0009,68,core,LOW,50.0
Latvia,Dobele,44,Good,1,Good,34,Good,0,Good,44,Good,56.6167,23.2667,222,core,LOW,266.0
Japan,Tahara,44,Good,1,Good,44,Good,1,Good,19,Good,34.6688,137.2809,97,core,LOW,191.0
Greece,Tripoli,44,Good,1,Good,44,Good,0,Good,30,Good,34.4367,35.8344,-1,noise,NOISE,-1.0
Russian Federation,Krasnyy Kut,44,Good,1,Good,44,Good,0,Good,15,Good,50.95,46.9667,-1,noise,NOISE,-1.0
Indonesia,Pontianak,44,Good,1,Good,15,Good,0,Good,44,Good,-0.0206,109.3414,-1,noise,NOISE,-1.0
Italy,Fisciano,44,Good,1,Good,44,Good,2,Good,43,Good,40.7667,14.8,5,core,LOW,61.0
Russian Federation,Troitsk,44,Good,1,Good,31,Good,7,Good,44,Good,54.0833,61.5667,192,border,LOW,330.0
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,39.7601,-86.3916,66,core,LOW,135.0
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,41.4485,-82.0187,20,core,LOW,164.0
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,48.4089,2.725,1,core,LOW,146.0
United States of America,Bucyrus,43,Good,1,Good,43,Good,3,Good,25,Good,40.8054,-82.9719,20,core,LOW,164.0
United States of America,Lake Ridge,43,Good,1,Good,42,Good,2,Good,43,Good,38.6847,-77.3066,40,core,LOW,169.0
,Wallasey,43,Good,1,Good,30,Good,4,Good,43,Good,53.4158,-3.0233,1,core,LOW,146.0
Russian Federation,Yanaul,43,Good,1,Good,29,Good,1,Good,43,Good,56.2833,54.9333,238,core,LOW,300.0
United States of America,Dublin,43,Good,1,Good,41,Good,1,Good,43,Good,37.7161,-121.8963,10,core,LOW,162.0
United States of America,Dublin,43,Good,1,Good,41,Good,1,Good,43,Good,53.35,-6.2603,189,core,LOW,192.0
Belgium,Merchtem,43,Good,1,Good,28,Good,4,Good,43,Good,50.9667,4.2333,1,core,LOW,146.0
Germany,Bestwig,43,Good,1,Good,37,Good,1,Good,43,Good,51.3667,8.4,1,core,LOW,146.0
Germany,Burglengenfeld,43,Good,1,Good,35,Good,2,Good,43,Good,49.2,12.0333,1,core,LOW,146.0
Belgium,Dinant,43,Good,1,Good,23,Good,5,Good,43,Good,50.2667,4.9167,1,core,LOW,146.0
Germany,Hildesheim,43,Good,1,Good,43,Good,0,Good,37,Good,52.15,9.95,1,core,LOW,146.0
France,Colmar,43,Good,1,Good,23,Good,2,Good,43,Good,48.0817,7.3556,1,core,LOW,146.0
United States of America,Pahrump,43,Good,1,Good,43,Good,2,Good,42,Good,36.2235,-115.9974,-1,noise,NOISE,-1.0
Italy,Civita Castellana,43,Good,1,Good,43,Good,2,Good,42,Good,42.2961,12.41,5,core,LOW,61.0
Cuba,Bejucal,43,Good,1,Good,43,Good,0,Good,31,Good,22.9328,-82.3869,4,core,LOW,40.0
United States of America,Beatrice,43,Good,1,Good,43,Good,1,Good,37,Good,40.2736,-96.7455,-1,noise,NOISE,-1.0
Germany,Alsdorf,43,Good,1,Good,24,Good,4,Good,43,Good,50.8833,6.1667,1,core,LOW,146.0
Croatia,Pula,43,Good,1,Good,43,Good,0,Good,17,Good,44.8703,13.8456,5,border,LOW,61.0
Japan,Wakuya,43,Good,1,Good,43,Good,0,Good,25,Good,38.5397,141.1282,97,core,LOW,191.0
Russian Federation,Suzdal,43,Good,1,Good,24,Good,7,Good,43,Good,56.4211,40.4489,7,core,LOW,240.0
Russian Federation,Mikhaylovka,43,Good,1,Good,31,Good,0,Good,43,Good,43.9283,132.0061,321,border,LOW,301.0
Russian Federation,Mikhaylovka,43,Good,1,Good,31,Good,0,Good,43,Good,50.0667,43.25,-1,noise,NOISE,-1.0
Poland,Pyskowice,43,Good,1,Good,28,Good,1,Good,43,Good,50.3833,18.6167,1,core,LOW,146.0
Ukraine,Kherson,43,Good,1,Good,43,Good,0,Good,35,Good,46.6425,32.625,302,core,LOW,257.0
Russian Federation,Turinsk,43,Good,1,Good,43,Good,0,Good,32,Good,58.0333,63.7,-1,noise,NOISE,-1.0
Belgium,Roeselare,43,Good,1,Good,31,Good,3,Good,43,Good,50.9447,3.1233,1,core,LOW,146.0
United States of America,Hagerstown,43,Good,1,Good,43,Good,4,Good,43,Good,39.6401,-77.7217,40,core,LOW,169.0
Italy,Cascina,43,Good,1,Good,43,Good,1,Good,19,Good,43.6833,10.55,5,core,LOW,61.0
France,Montpellier,43,Good,1,Good,37,Good,0,Good,43,Good,43.6119,3.8772,5,core,LOW,61.0
Germany,Sundern,43,Good,1,Good,37,Good,1,Good,43,Good,51.3167,8.0,1,core,LOW,146.0
Germany,Salzwedel,43,Good,1,Good,43,Good,0,Good,24,Good,52.85,11.15,1,core,LOW,146.0
Switzerland,Uzwil,43,Good,1,Good,24,Good,2,Good,43,Good,47.4369,9.1333,1,core,LOW,146.0
Netherlands,Cuijk,43,Good,1,Good,22,Good,7,Good,43,Good,51.7296,5.881,1,core,LOW,146.0
Kenya,Garissa,43,Good,1,Good,23,Good,0,Good,43,Good,-0.4569,39.6583,-1,noise,NOISE,-1.0
United States of America,Gloversville,43,Good,1,Good,43,Good,2,Good,35,Good,43.0491,-74.3465,40,core,LOW,169.0
Switzerland,Winterthur,43,Good,1,Good,25,Good,2,Good,43,Good,47.4989,8.7286,1,core,LOW,146.0
Thailand,Phuket,43,Good,1,Good,33,Good,0,Good,43,Good,7.8881,98.3975,-1,noise,NOISE,-1.0
France,Bolbec,43,Good,1,Good,32,Good,2,Good,43,Good,49.5722,0.4725,1,core,LOW,146.0
United Kingdom of Great Britain and Northern Ireland,Gainsborough,43,Good,1,Good,35,Good,1,Good,43,Good,53.4016,-0.7732,1,core,LOW,146.0
Japan,Nagato,43,Good,1,Good,43,Good,1,Good,28,Good,34.3722,131.1833,97,core,LOW,191.0
Ukraine,Saky,43,Good,1,Good,43,Good,1,Good,41,Good,45.1336,33.5772,-1,noise,NOISE,-1.0
Netherlands,Alblasserdam,43,Good,1,Good,32,Good,5,Good,43,Good,51.8702,4.6667,1,core,LOW,146.0
Japan,Narita,43,Good,1,Good,40,Good,1,Good,43,Good,35.7767,140.3183,97,core,LOW,191.0
United States of America,East Patchogue,43,Good,1,Good,30,Good,9,Good,43,Good,40.7704,-72.9817,40,core,LOW,169.0
Ukraine,Yahotyn,43,Good,1,Good,43,Good,0,Good,24,Good,50.2569,31.7817,44,core,LOW,88.0
Italy,Matelica,43,Good,1,Good,43,Good,3,Good,42,Good,43.2566,13.0096,5,core,LOW,61.0
Russian Federation,Chulym,43,Good,1,Good,43,Good,0,Good,23,Good,55.1167,80.9667,-1,noise,NOISE,-1.0
Russian Federation,Temryuk,43,Good,1,Good,43,Good,2,Good,39,Good,45.2667,37.3667,-1,noise,NOISE,-1.0
Italy,Casaluce,43,Good,1,Good,43,Good,3,Good,20,Good,41.0,14.2,5,core,LOW,61.0
India,Usilampatti,43,Good,1,Good,29,Good,0,Good,43,Good,9.97,77.8,59,core,LOW,62.0
Spain,Inca,43,Good,1,Good,43,Good,0,Good,30,Good,39.7167,2.9167,18,core,LOW,23.0
United States of America,Grove City,43,Good,1,Good,43,Good,1,Good,42,Good,39.8654,-83.069,20,core,LOW,164.0
